Wormbase.ID,Sequence.ID,Category.1,Category.2,Category.3,Automated.Description
WBGene00018488,F46E10.1,Metabolism,Metabolism: lipid,Metabolism: lipid: fatty acid,"acs-1 is an ortholog of human ACSF2 (acyl-CoA synthetase 2)\; is predicted to have catalytic activity\; is involved in establishment or maintenance of epithelial cell apical\/basal polarity\; is expressed in the intestine, the nervous system, and the somatic gonad."
WBGene00013035,Y49E10.16,Unassigned,Unassigned,Unassigned,Y49E10.16 is predicted to have hydrolase activity.
WBGene00004736,K11D9.2,Transmembrane protein,Transmembrane protein: ER,Transmembrane protein: ER,"sca-1 is an ortholog of human ATP2A1 (ATPase sarcoplasmic\/endoplasmic reticulum Ca2+ transporting 1), ATP2A2 (ATPase sarcoplasmic\/endoplasmic reticulum Ca2+ transporting 2), and ATP2A3 (ATPase sarcoplasmic\/endoplasmic reticulum Ca2+ transporting 3)\; exhibits calcium-transporting ATPase activity and chromatin DNA binding activity\; is involved in several processes, including calcium ion import, cellular calcium ion homeostasis, and dauer larval development\; localizes to the cytoplasm, intracellular organelle, and nuclear outer membrane-endoplasmic reticulum membrane network\; is expressed in several tissues, including the alimentary system, the excretory secretory system, the muscular system, the reproductive system, and ventral cord neurons\; human orthologs of this gene are implicated in Brody myopathy."
WBGene00014136,ZK896.5,Transmembrane transport,Transmembrane transport: sodium channel,Transmembrane transport: sodium channel,"ZK896.5 is enriched in the AFD, the intestine, and the pharyngeal muscle cell based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and glp-1 based on RNA-seq, microarray, and proteomic studies\; is affected by twelve chemicals including methylmercuric chloride, Tunicamycin, and D-glucopyranose based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: CUB-like domain."
WBGene00001390,W02A2.2,Metabolism,Metabolism: lipid,Metabolism: lipid: binding,"far-6 is predicted to have lipid binding activity\; is expressed in the anal depressor muscle, the body wall musculature, the male, and the reproductive system."
WBGene00011799,T16G1.5,Unassigned,Unassigned,Unassigned: regulated by multiple stresses,"T16G1.5 is enriched in the germ line and the intestine based on proteomic and RNA-seq studies\; is affected by several genes including daf-2, clk-1, and elt-2 based on microarray and RNA-seq studies\; is affected by nine chemicals including tryptophan, Tunicamycin, and manganese chloride based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domains: Protein kinase-like domain superfamily, Uncharacterised  oxidoreductase Dhs-27, and CHK kinase-like."
WBGene00011486,T05E12.3,Transmembrane transport,Transmembrane transport: potassium channel,Transmembrane transport: potassium channel,"T05E12.3 is an ortholog of human KCTD10 (potassium channel tetramerization domain containing 10), KCTD13, and TNFAIP1 (TNF alpha induced protein 1)\; human KCTD13 exhibits GTP-Rho binding activity and identical protein binding activity."
WBGene00010296,F59A1.10,Metabolism,Metabolism: lipid,Metabolism: lipid: glycerolipid ,"dgat-2 is an ortholog of human DGAT2 (diacylglycerol O-acyltransferase 2)\; is predicted to have transferase activity, transferring acyl groups other than amino-acyl groups\; localizes to the lipid droplet."
WBGene00008577,F08G2.5,Stress response,Stress response: pathogen,Stress response: pathogen: unassigned,F08G2.5 is involved in innate immune response.
WBGene00012198,W02B8.2,Signaling,Signaling: unassigned,Signaling: unassigned,W02B8.2 is an ortholog of human CIT (citron rho-interacting serine\/threonine kinase)\; is predicted to have metal ion binding activity.
WBGene00011932,T22G5.5,Metabolism,Metabolism: lipid,Metabolism: lipid: sphingolipid,sptl-3 is an ortholog of human SPTLC2 and SPTLC3\; is predicted to have pyridoxal phosphate binding activity and serine C-palmitoyltransferase activity\; human orthologs of this gene are implicated in hereditary sensory and autonomic neuropathy type 1C.
WBGene00009156,F26D10.12,Stress response,Stress response: C-type Lectin,Stress response: C-type Lectin,"clec-196 is an ortholog of human KLRB1, KLRF2, and CLEC2L (C-type lectin domain family 2 member L)\; is predicted to have carbohydrate binding activity."
WBGene00011000,R03G8.6,Proteolysis general,Proteolysis general: metallopeptidase,Proteolysis general: metallopeptidase,"R03G8.6 is an ortholog of human ANPEP (alanyl aminopeptidase, membrane), LVRN (laeverin), and TRHDE (thyrotropin releasing hormone degrading enzyme)\; is predicted to have aminopeptidase activity, metallopeptidase activity, and zinc ion binding activity."
WBGene00012407,Y7A5A.1,Metabolism,Metabolism: lipid,Metabolism: lipid: sterol,Y7A5A.1 is an ortholog of human DHCR24\; is predicted to have flavin adenine dinucleotide binding activity and oxidoreductase activity.
WBGene00013474,Y69E1A.2,Unassigned,Unassigned,Unassigned,"Y69E1A.2 is enriched in the NSM and the male based on tiling array and microarray studies\; is affected by several genes including daf-2, glp-1, and age-1 based on microarray, tiling array, RNA-seq, and proteomic studies\; is affected by twenty-four chemicals including Ethanol, methylmercury hydroxide, and nicotinic acid based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Cytosolic motility protein."
WBGene00012296,W06D4.2,Transmembrane protein,Transmembrane protein: unassigned,Transmembrane protein: unassigned,spe-46 is expressed in the sperm.
WBGene00012383,Y5F2A.2,Unassigned,Unassigned,Unassigned: regulated by multiple stresses,"ttr-17 is enriched in the OLL, the PVD, and the muscle cell based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including daf-2, let-7, and dpy-10 based on microarray, proteomic, and RNA-seq studies\; is affected by fourteen chemicals including diallyl trisulfide, Rotenone, and manganese chloride based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domains: Transthyretin-like and Transthyretin-like superfamily."
WBGene00012810,Y43F8A.3,Metabolism,Metabolism: unassigned,Metabolism: unassigned,nceh-1 is an ortholog of human AADAC (arylacetamide deacetylase) and NCEH1\; is predicted to have carboxylic ester hydrolase activity.
WBGene00012431,Y11D7A.7,Unassigned,Unassigned,Unassigned: regulated by multiple stresses,"Y11D7A.7 is enriched in several tissues, including the AFD, the Z1.p, the Z4.a, the reproductive system, and the somatic gonad precursor based on tiling array and RNA-seq studies\; is affected by several genes including daf-2, dpy-10, and gld-1 based on RNA-seq and microarray studies\; is affected by six chemicals including Rotenone, manganese chloride, and Mianserin based on RNA-seq and microarray studies."
WBGene00013393,Y62H9A.5,Unassigned,Unassigned,Unassigned,Y62H9A.5 is expressed in the spermatheca.
WBGene00013394,Y62H9A.6,Unassigned,Unassigned,Unassigned: regulated by multiple stresses,"ule-5 is enriched in dopaminergic neurons, the cephalic sheath cell, and the germ line based on proteomic, tiling array, and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray, proteomic, tiling array, and RNA-seq studies\; is affected by fourteen chemicals including Heme, Ethanol, and Rotenone based on microarray and RNA-seq studies."
WBGene00013392,Y62H9A.4,Unassigned,Unassigned,Unassigned,"Y62H9A.4 is enriched in the germ line and the seam cell based on proteomic and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray, proteomic, and RNA-seq studies\; is affected by thirteen chemicals including Lithium Chloride, Heme, and diallyl trisulfide based on microarray and RNA-seq studies."
WBGene00013391,Y62H9A.3,Unassigned,Unassigned,Unassigned,"Y62H9A.3 is enriched in the nervous system based on RNA-seq studies\; is affected by several genes including daf-16, daf-2, and glp-1 based on microarray, tiling array, proteomic, and RNA-seq studies\; is affected by eleven chemicals including Ethanol, 1-methylnicotinamide, and Rotenone based on RNA-seq and microarray studies."
WBGene00012650,Y39A1A.12,DNA,DNA: replication,DNA: replication,orc-1 is an ortholog of human ORC1 (origin recognition complex subunit 1)\; is predicted to have ATP binding activity\; human orthologs of this gene are implicated in Meier-Gorlin syndrome.
WBGene00012615,Y38H6C.1,Unassigned,Unassigned,Unassigned: regulated by multiple stresses,"dct-16 is enriched in the alimentary system, the digestive tract, and the nervous system based on tiling array, RNA-seq, proteomic, and microarray studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray, tiling array, RNA-seq, and proteomic studies\; is affected by fourteen chemicals including Cyclosporine, dimedone, and Rotenone based on proteomic, RNA-seq, and microarray studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF4473."
WBGene00012518,Y32B12A.3,Protein modification,Protein modification: methyltransferase,Protein modification: methyltransferase,comt-2 is an ortholog of human COMTD1 (catechol-O-methyltransferase domain containing 1)\; is predicted to have O-methyltransferase activity\; is involved in innate immune response.
WBGene00012462,Y17G7B.8,Stress response,Stress response: pathogen,Stress response: pathogen: unassigned,Y17G7B.8 is involved in innate immune response.
WBGene00013078,Y51A2D.10,Unassigned,Unassigned,Unassigned: regulated by multiple stresses,"ttr-25 is enriched in dopaminergic neurons, the intestine, and the muscle cell based on tiling array and microarray studies\; is affected by several genes including daf-16, daf-2, and glp-1 based on microarray, RNA-seq, and proteomic studies\; is affected by six chemicals including Rotenone, Deoxyglucose, and Chlorpyrifos based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: Transthyretin-like and Transthyretin-like superfamily."
WBGene00013079,Y51A2D.11,Unassigned,Unassigned,Unassigned: regulated by multiple stresses,"ttr-26 is enriched in dopaminergic neurons, the body wall musculature, the male, and the pharynx based on microarray and tiling array studies\; is affected by several genes including daf-16, daf-2, and let-7 based on microarray, proteomic, and RNA-seq studies\; is affected by twenty chemicals including 1-methylnicotinamide, methylmercuric chloride, and Rotenone based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: Transthyretin-like and Transthyretin-like superfamily."
WBGene00013080,Y51A2D.13,Signaling,Signaling: lipid,Signaling: lipid: phospholipase D,"Y51A2D.13 is an ortholog of human PLD3 (phospholipase D 3), PLD4 (phospholipase D 4), and PLD5 (phospholipase D 5)\; is predicted to have catalytic activity\; human orthologs of this gene are implicated in Alzheimer's disease 19."
WBGene00001105,Y41D4B.10,Signaling,Signaling: Notch,Signaling: Notch,"dsl-3 is enriched in the Z1, the Z4, the hypodermis, and the pharyngeal muscle cell based on tiling array and RNA-seq studies\; is affected by several genes including daf-2, hsf-1, and dpy-7 based on microarray, tiling array, and RNA-seq studies\; is affected by thirteen chemicals including Lithium Chloride, 1-methylnicotinamide, and methylmercuric chloride based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domains: Delta\/Serrate\/lag-2 (DSL) protein and Protein Lag2."
WBGene00000675,K02D7.3,Extracellular material,Extracellular material: collagen,Extracellular material: collagen,col-101 is an ortholog of human MARCO (macrophage receptor with collagenous structure)\; is predicted to be a structural constituent of cuticle.
